District,Code,State,Trump2016,Clinton2016,Obama2012,Romney2012,Obama2008,McCain2008,raw16PVI,raw12PVI,raw08PVI,raw16PVIuse,raw12PVIuse,raw08PVIuse,Trump2016vote,Clinton2016vote
Pennsylvania 2nd,PA-02,Pennsylvania,7.59068142234338,90.4169235928558,90.4085627531986,8.95291607358883,91.241852352162,8.758147647838,41.1,39,37.6,-41.1,-39,-37.6,28067,334322
Pennsylvania 3rd,PA-03,Pennsylvania,61.0605083851784,35.028361859699,43.0463473477968,55.6001781687021,46.9763884666138,53.0236115333862,-14.7,-8.3,-6.7,14.7,8.3,6.7,197960,113563
Pennsylvania 4th,PA-04,Pennsylvania,58.6296492041324,37.1322194238338,41.5061480799286,57.0733221506836,45.5810997060989,54.4189002939011,-12.3,-9.9,-8.1,12.3,9.9,8.1,198571,125762
Pennsylvania 5th,PA-05,Pennsylvania,62.3079298281356,33.4681976042758,41.3526494435879,56.9521933891459,47.7829588808817,52.2170411191183,-16.2,-9.9,-5.9,16.2,9.9,5.9,195736,105138
Pennsylvania 6th,PA-06,Pennsylvania,47.5751178931717,48.1989070801022,48.1199082358605,50.5743959489207,53.5758411631181,46.4241588368819,-.8,-3.2,-.1,.8,3.2,.1,175340,177639
Pennsylvania 7th,PA-07,Pennsylvania,46.9678184185392,49.3346516919079,48.5293513704425,50.3645478265393,51.7342510204246,48.2657489795754,.1,-2.9,-2,-.1,2.9,2,181455,190599
Pennsylvania 8th,PA-08,Pennsylvania,48.2157483366708,47.9775208319876,49.3470405364556,49.4177581678864,53.7987462633172,46.2012537366828,-1.2,-2,.1,1.2,2,-.1,186607,185685
Pennsylvania 9th,PA-09,Pennsylvania,69.7467125584679,27.2157339582986,35.8690525385527,62.8194519787843,41.4232057728952,58.5767942271048,-23,-15.6,-12.3,23,15.6,12.3,213381,83263
Pennsylvania 10th,PA-10,Pennsylvania,66.0665734483026,30.1794453507341,38.4562070578648,60.1061790386991,42.8440264777265,57.1559735222735,-19.8,-12.9,-10.8,19.8,12.9,10.8,204114,93240
Pennsylvania 11th,PA-11,Pennsylvania,60.0159231675819,36.1976228089972,44.5671840622869,53.9036099031082,47.6601680451621,52.3398319548379,-13.5,-6.7,-6,13.5,6.7,6,191470,115482
Pennsylvania 12th,PA-12,Pennsylvania,58.6566025681626,37.8593321014818,40.9438044896574,57.8148976487082,45.2519940053548,54.7480059946452,-11.9,-10.5,-8.4,11.9,10.5,8.4,213005,137482
Pennsylvania 13th,PA-13,Pennsylvania,31.732928497347,65.315276045033,66.1700375850062,32.9060500546805,65.9770721179495,34.0229278820505,16.2,14.8,12.3,-16.2,-14.8,-12.3,105558,217268
Pennsylvania 14th,PA-14,Pennsylvania,30.532479602251,66.0117340509844,67.9878104012742,30.6356167371323,67.7192033684118,32.2807966315882,17.3,17,14,-17.3,-17,-14,107100,231552
Pennsylvania 15th,PA-15,Pennsylvania,51.8402718675064,44.2202771830178,47.8742809948528,50.7782651531656,52.7768672367538,47.2231327632462,-5.1,-3.4,-.9,5.1,3.4,.9,173597,148080
Pennsylvania 16th,PA-16,Pennsylvania,51.0262791820049,44.2200625199121,46.2516703862309,52.354945539428,50.5998323264046,49.4001676735954,-4.7,-5.1,-3.1,4.7,5.1,3.1,161763,140186
Pennsylvania 17th,PA-17,Pennsylvania,53.3954683607049,43.2749377127875,55.3827719575865,43.2607465659379,57.5946065516399,42.4053934483601,-6.3,4.2,3.9,6.3,-4.2,-3.9,163734,132700
Pennsylvania 18th,PA-18,Pennsylvania,58.0576900757631,38.5171809758244,40.990630451727,57.9449834808505,44.1992505609403,55.8007494390597,-11.2,-10.5,-9.5,11.2,10.5,9.5,215102,142705
Rhode Island 1st,RI-01,Rhode Island,34.9395694904588,60.4684521275611,66.2099990452597,32.1769576912777,67.6923561746208,32.3076438253792,12.3,15.3,14,-12.3,-15.3,-14,75510,130682
Rhode Island 2nd,RI-02,Rhode Island,44.0225660026238,51.0681548604504,59.8357855010414,38.2854739727976,60.9619113140284,39.0380886859716,2.6,9,7.3,-2.6,-9,-7.3,105033,121843
South Carolina 1st,SC-01,South Carolina,53.4656973584248,40.4433954615475,40.1956630736177,58.2514222788533,43.2388198667404,56.7611801332596,-8,-11.1,-10.4,8,11.1,10.4,178052,134685
South Carolina 2nd,SC-02,South Carolina,56.2926829268293,38.5736905237905,39.4297143269576,59.1438757005985,39.8492380466803,60.1507619533197,-10.5,-12,-13.8,10.5,12,13.8,175985,120591
South Carolina 3rd,SC-03,South Carolina,67.0094391379577,29.0232391295174,33.9457857921324,64.5479719937039,35.599413813448,64.400586186552,-20.9,-17.5,-18.1,20.9,17.5,18.1,190540,82527
South Carolina 4th,SC-04,South Carolina,60.1941361471697,34.4576748070403,36.1994794292131,62.1659869952676,38.3744075473399,61.6255924526601,-14.7,-15.2,-15.3,14.7,15.2,15.3,181634,103975
South Carolina 5th,SC-05,South Carolina,57.2798824297845,38.7952318745918,43.6170084997372,55.1047680922644,44.3781872928951,55.6218127071048,-10.7,-7.8,-9.3,10.7,7.8,9.3,175391,118791
South Carolina 6th,SC-06,South Carolina,30.2573000359755,66.7642253267778,70.8882611025588,28.0816051522654,70.7733093421727,29.2266906578273,17.7,19.7,17.1,-17.7,-19.7,-17.1,80741,178159
South Carolina 7th,SC-07,South Carolina,58.0229817225897,39.1115119854344,44.4316787337525,54.5461722685049,45.8025293095558,54.1974706904442,-10.8,-7.1,-7.9,10.8,7.1,7.9,173046,116645
South Dakota At-Large,SD-01,South Dakota,61.5329944574608,31.7370496180215,39.8667982375367,57.8902665959336,45.7042927658846,54.2957072341154,-17.1,-11.2,-8,17.1,11.2,8,227701,117442
Tennessee 1st,TN-01,Tennessee,76.7131336796074,19.6766016429812,25.6577351173022,72.6852772622223,29.0517722263263,70.9482277736737,-30.7,-25.9,-24.6,30.7,25.9,24.6,203668,52240
Tennessee 2nd,TN-02,Tennessee,65.1139069515805,29.7091935367152,30.8808315826244,67.2925907090387,35.0492952401979,64.9507047598021,-19.8,-20.5,-18.6,19.8,20.5,18.6,188956,86214
Tennessee 3rd,TN-03,Tennessee,65.4467059976778,30.2122934127188,35.0656213123402,63.2769016347417,37.8243877851649,62.1756122148351,-19.5,-16.3,-15.9,19.5,16.3,15.9,180932,83524
Tennessee 4th,TN-04,Tennessee,68.5557990035505,27.417185500141,33.1048437597963,65.3299203297098,36.4009498849923,63.5990501150077,-22.5,-18.3,-17.3,22.5,18.3,17.3,189613,75831
Tennessee 5th,TN-05,Tennessee,38.1919345462686,56.5455536740095,55.8592484636318,42.4513341245821,58.2001354207276,41.7998645792724,8.6,4.9,4.5,-8.6,-4.9,-4.5,105776,156608
Tennessee 6th,TN-06,Tennessee,72.6459641503925,23.6767829994597,29.5047377115311,69.0722842506896,34.0209581887639,65.9790418112361,-26.5,-22,-19.7,26.5,22,19.7,216461,70549
Tennessee 7th,TN-07,Tennessee,67.5152026505603,28.2318279879682,32.896074014643,65.6752772941566,36.8161037672325,63.1838962327675,-21.6,-18.6,-16.9,21.6,18.6,16.9,196848,82313
Tennessee 8th,TN-08,Tennessee,66.3028529824183,30.6820326825585,32.8509685242429,66.1015392022089,35.2579225913409,64.7420774086591,-19.5,-18.8,-18.4,19.5,18.8,18.4,196702,91025
Tennessee 9th,TN-09,Tennessee,19.7748624934226,77.5303234046764,78.3523587612276,20.9170889549239,77.4034870754491,22.5965129245509,28.6,27,23.7,-28.6,-27,-23.7,43970,172391
Texas 1st,TX-01,Texas,72.2322966033251,25.2918184173232,27.4971954891657,71.5730845683021,30.6551480356435,69.3448519643565,-25.2,-24.2,-23,25.2,24.2,23,189604,66389
Texas 2nd,TX-02,Texas,52.3728465881896,43.062478182479,35.5617083852562,62.9461191093445,37.6778682285979,62.3221317714021,-6,-15.9,-16,6,15.9,16,145530,119659
Texas 3rd,TX-03,Texas,54.8010271994374,40.6183288545094,34.2142710442156,64.3220227092685,37.8165498234173,62.1834501765827,-8.5,-17.2,-15.9,8.5,17.2,15.9,174561,129384
Texas 4th,TX-04,Texas,75.4283851741479,21.7921257360632,24.815811153235,74.0089722516135,29.5735579432917,70.4264420567083,-28.7,-26.9,-24.1,28.7,26.9,24.1,210587,60841
Texas 5th,TX-05,Texas,62.6639740477367,34.2703074311986,34.3656104086632,64.5317371126022,37.6689571507464,62.3310428492536,-15.8,-17.2,-16,15.8,17.2,16,145841,79759
Texas 6th,TX-06,Texas,54.191771451857,41.9402724414949,40.7588801985855,57.9148525384661,42.5202336302094,57.4797663697906,-7.5,-10.7,-11.2,7.5,10.7,11.2,148945,115272
Texas 7th,TX-07,Texas,47.104637244081,48.4718702877485,38.5787034913061,59.9044071953188,40.7757263489337,59.2242736510663,-.4,-12.8,-12.9,.4,12.8,12.9,121204,124722
Texas 8th,TX-08,Texas,72.7230522638165,23.9011314846882,21.7467255780648,77.0131449007936,26.3600627242068,73.6399372757932,-26.4,-29.9,-27.3,26.4,29.9,27.3,214605,70532
Texas 9th,TX-09,Texas,18.0311135771192,79.3328168674951,78.0234824203965,21.1481368143579,76.4727020985377,23.5272979014623,30.4,26.7,22.8,-30.4,-26.7,-22.8,34447,151559
Texas 10th,TX-10,Texas,52.3309205954311,43.151304369901,38.809710664258,59.1235525809222,43.1225714755113,56.8774285244887,-5.9,-12.3,-10.6,5.9,12.3,10.6,164912,135984
Texas 11th,TX-11,Texas,77.8027806799003,19.0741782528329,19.5674877930087,79.1708284112292,23.3564769555251,76.6435230444749,-31.4,-32.1,-30.3,31.4,32.1,30.3,193620,47468
Texas 12th,TX-12,Texas,62.9446993360241,32.7385732124475,31.6808498715106,66.8433229527751,35.7801458037552,64.2198541962448,-16.9,-19.8,-17.9,16.9,19.8,17.9,177939,92549
Texas 13th,TX-13,Texas,79.9000192592717,16.8531187459702,18.5240366812608,80.2038815918447,22.4397128305823,77.5602871694177,-33.7,-33.2,-31.2,33.7,33.2,31.2,190838,40253
Texas 14th,TX-14,Texas,58.1632691803889,38.4340556076558,39.4875701910325,59.3426128599243,42.485322411501,57.514677588499,-11.3,-12,-11.2,11.3,12,11.2,153191,101228
Texas 15th,TX-15,Texas,39.9706006791135,56.6582410310374,57.4432940647898,41.5491143104439,57.796509786097,42.203490213903,7.5,6.1,4.1,-7.5,-6.1,-4.1,73689,104454
Texas 16th,TX-16,Texas,27.1594046457559,67.8720445062587,64.1575717534654,34.5045548680549,65.052839412195,34.947160587805,20.3,13.1,11.4,-20.3,-13.1,-11.4,52334,130784
Texas 17th,TX-17,Texas,56.3008581524483,38.8312973245835,37.723749213447,60.3845072496753,41.3967585117131,58.6032414882869,-10.3,-13.5,-12.3,10.3,13.5,12.3,139415,96156
Texas 18th,TX-18,Texas,19.9553315102621,76.4507527467715,76.1280082756103,22.8142145776498,76.9823597307484,23.0176402692516,28.2,25,23.3,-28.2,-25,-23.3,41011,157117
Texas 19th,TX-19,Texas,72.534297042209,23.47242202028,25.0258536225846,73.5878009029273,28.1759880686055,71.8240119313945,-26.7,-26.6,-25.5,26.7,26.6,25.5,165384,53519
Texas 20th,TX-20,Texas,34.286846860135,61.0102695527121,58.9150051907259,39.6837650065217,58.8949583685782,41.1050416314218,12.9,7.8,5.2,-12.9,-7.8,-5.2,74386,132363
Texas 21st,TX-21,Texas,52.4631948410101,42.4886833711715,37.8968247661249,59.836740402618,42.7990593120418,57.2009406879582,-6.4,-13.2,-10.9,6.4,13.2,10.9,188335,152528
Texas 22nd,TX-22,Texas,52.0628991091249,44.1770406516786,36.6926361437091,62.1275628031352,39.07937052442,60.9206294755799,-5.2,-14.8,-14.6,5.2,14.8,14.6,159717,135525
Texas 23rd,TX-23,Texas,46.3665636548311,49.7715730555616,48.0729396869802,50.7438848426453,50.3095299922098,49.6904700077902,.7,-3.3,-3.4,-.7,3.3,3.4,107276,115154
Texas 24th,TX-24,Texas,50.7458254417191,44.4967534231197,37.9934157700337,60.4412237032279,40.9726067176459,59.0273932823541,-4.4,-13.4,-12.7,4.4,13.4,12.7,140128,122872
Texas 25th,TX-25,Texas,55.0846185538036,40.2250320173996,37.8250931475183,59.9242264786361,43.2579218865144,56.7420781134856,-8.9,-13.3,-10.4,8.9,13.3,10.4,172476,125949
Texas 26th,TX-26,Texas,60.8532431771281,34.3530267771457,30.7101931640298,67.6077903919513,35.23565207942,64.76434792058,-15,-20.7,-18.5,15,20.7,18.5,194033,109536
Texas 27th,TX-27,Texas,60.071170429284,36.5192198560378,38.1858090112595,60.5316569623276,40.495371728866,59.504628271134,-13.3,-13.3,-13.2,13.3,13.3,13.2,140787,85589
Texas 28th,TX-28,Texas,38.4506892895016,58.3366914103924,60.3070476673748,38.7104888908577,58.7204912988587,41.2795087011413,9.2,8.9,5,-9.2,-8.9,-5,72518,110023
Texas 29th,TX-29,Texas,25.4493347899612,71.1056404423759,65.9002097457811,32.9927502806764,62.6831595751322,37.3168404248678,22.5,14.7,9,-22.5,-14.7,-9,34011,95027
Texas 30th,TX-30,Texas,18.2741231746492,79.0753519308054,79.6304944120781,19.6463627502097,78.8003471519599,21.1996528480401,30.1,28.2,25.1,-30.1,-28.2,-25.1,40333,174528
Texas 31st,TX-31,Texas,53.5017912420438,40.7571910542242,38.2516047693994,59.5902996942904,43.2536826247071,56.7463173752929,-7.9,-12.9,-10.4,7.9,12.9,10.4,153823,117181
Texas 32nd,TX-32,Texas,46.6416139240506,48.5094217491369,41.4847025572949,57.0009304208695,44.3289457265264,55.6710542734736,-.1,-9.8,-9.4,.1,9.8,9.4,129701,134895
Texas 33rd,TX-33,Texas,23.7456904198129,72.896886304212,71.9505312084993,27.0924634794157,69.1193377787997,30.8806622212003,24.3,20.7,15.4,-24.3,-20.7,-15.4,30787,94513
Texas 34th,TX-34,Texas,37.6620204804354,59.1943896865133,60.7881694323495,38.3269458434496,60.5688954562246,39.4311045437754,10,9.4,6.9,-10,-9.4,-6.9,64767,101796
Texas 35th,TX-35,Texas,30.4802169751117,64.0829411295469,63.0243570375059,34.6271205670371,64.043218717417,35.956781282583,16.7,12.6,10.4,-16.7,-12.6,-10.4,61136,128535
Texas 36th,TX-36,Texas,71.9898446434817,25.2410128631896,25.6978035461022,73.1526038438983,29.8352238603971,70.1647761396029,-25.2,-26,-23.9,25.2,26,23.9,183176,64225
Utah 1st,UT-01,Utah,49.7439755814036,22.3693312699239,20.4164968554967,77.3827503815757,30.2547092297861,69.7452907702139,-20.1,-31.1,-23.4,20.1,31.1,23.4,139503,62733
Utah 2nd,UT-02,Utah,46.008269327703,31.9655691419427,29.2146190649723,67.9907210394944,39.6384141770617,60.3615858229383,-10.1,-21.9,-14,10.1,21.9,14,130525,90686
Utah 3rd,UT-03,Utah,47.1787336637659,23.2685920054635,19.4808467741935,78.2833564034665,30.4256910609423,69.5743089390577,-18.1,-32,-23.3,18.1,32,23.3,136782,67461
Utah 4th,UT-04,Utah,39.0972590340809,32.3809729870074,30.2227857566669,67.1746604569506,42.1626516428068,57.8373483571932,-5.8,-20.9,-11.5,5.8,20.9,11.5,108421,89796
Virginia 1st,VA-01,Virginia,53.6293699040449,41.2181973189236,43.9850660889706,56.0149339110294,45.2829159164075,54.7170840835925,-7.7,-8,-8.4,7.7,8,8.4,211991,162931
Virginia 2nd,VA-02,Virginia,48.8039916777754,45.3991054854423,48.8497529299467,51.1502470700533,49.4201942697544,50.5798057302456,-2.9,-3.1,-4.3,2.9,3.1,4.3,156694,145762
Virginia 3rd,VA-03,Virginia,31.8667252073143,63.6153384741916,68.3085837487315,31.6914162512685,67.2390681955918,32.7609318044083,15.5,16.3,13.6,-15.5,-16.3,-13.6,103064,205746
Virginia 4th,VA-04,Virginia,37.1487206646586,58.664338596317,61.0612119045392,38.9387880954608,61.1202011275509,38.8797988724491,10.1,9.1,7.4,-10.1,-9.1,-7.4,134676,212677
Virginia 5th,VA-05,Virginia,53.4177332972088,42.3272386926216,46.6108656242919,53.3891343757081,48.4134558550039,51.5865441449961,-6.9,-5.4,-5.3,6.9,5.4,5.3,195190,154665
Virginia 6th,VA-06,Virginia,59.7114327062229,34.9047756874096,40.1439255402524,59.8560744597476,42.4215252163892,57.5784747836108,-14.2,-11.8,-11.3,14.2,11.8,11.3,206303,120596
Virginia 7th,VA-07,Virginia,50.4967258929846,43.9974704718386,44.6570107750851,55.3429892249149,46.0499668064438,53.9500331935562,-4.6,-7.3,-7.6,4.6,7.3,7.6,198032,172544
Virginia 8th,VA-08,Virginia,20.8907674952771,73.5053073650733,68.6098225544947,31.3901774455053,69.1350238201403,30.8649761798597,26.8,16.6,15.4,-26.8,-16.6,-15.4,76854,270415
Virginia 9th,VA-09,Virginia,68.774704805203,27.2977836711498,35.6205839439991,64.3794160560009,40.8103880987888,59.1896119012112,-22.7,-16.3,-12.9,22.7,16.3,12.9,217837,86463
Virginia 10th,VA-10,Virginia,42.2414881841212,52.1746021133126,49.4285822662715,50.5714177337286,51.4200729796869,48.5799270203131,4.1,-2.5,-2.3,-4.1,2.5,2.3,170580,210692
Virginia 11th,VA-11,Virginia,27.509004240255,66.9316125852112,63.243596087011,36.7564039129891,62.7300693148249,37.2699306851751,19.8,11.3,9,-19.8,-11.3,-9,98222,238982
Vermont At-Large,VT-01,Vermont,30.2694347551473,56.6777859947249,67.028094480348,31.1855123853226,68.8991817393381,31.1008182606619,14.1,16.3,15.2,-14.1,-16.3,-15.2,95369,178573
Washington 1st,WA-01,Washington,37.8466413036005,54.131047601586,54.1407821755639,43.3221694959189,57.3408304391544,42.6591695608456,7.7,3.6,3.7,-7.7,-3.6,-3.7,132109,188952
Washington 2nd,WA-02,Washington,34.8187537906403,56.919641489668,59.2253592970912,38.0230052157058,61.6814831598449,38.3185168401551,10.9,8.9,8,-10.9,-8.9,-8,113670,185821
Washington 3rd,WA-03,Washington,49.9314612089481,42.5222909725528,47.9242659391136,49.5609309252907,51.9585419628691,48.0414580371309,-5.1,-2.8,-1.7,5.1,2.8,1.7,157359,134009
Washington 4th,WA-04,Washington,57.9227586661612,35.0614831786639,37.9224910019252,59.7392650874697,39.9322422229524,60.0677577770476,-13.4,-13.1,-13.8,13.4,13.1,13.8,140560,85083
Washington 5th,WA-05,Washington,52.1735729816822,39.142146510864,43.6778949037014,53.4742014742015,47.4641249180727,52.5358750819273,-8.2,-7,-6.2,8.2,7,6.2,166765,125112
Washington 6th,WA-06,Washington,39.4751225254661,51.831875840861,56.1438682827546,41.1838148181901,58.2254511366299,41.7745488633701,5.7,5.7,4.5,-5.7,-5.7,-4.5,131449,172596
Washington 7th,WA-07,Washington,12.1760530006519,82.1308032610604,79.2081932831998,18.0860253963238,81.6686368813391,18.3313631186609,36,29.4,28,-36,-29.4,-28,50615,341412
Washington 8th,WA-08,Washington,44.6735534358041,47.7152790325294,49.6810174317683,48.1162032952508,52.3939359042968,47.6060640957032,.5,-1.2,-1.3,-.5,1.2,1.3,143403,153167
Washington 9th,WA-09,Washington,23.337179592846,70.4665650155224,68.2746840958606,29.5696732026144,69.6129351273176,30.3870648726824,24,17.8,15.9,-24,-17.8,-15.9,67956,205193
Washington 10th,WA-10,Washington,39.9047251452484,51.2510326521215,56.3257549818531,41.1100458809834,58.2385665929889,41.7614334070111,5.1,5.8,4.6,-5.1,-5.8,-4.6,117861,151373
Wisconsin 1st,WI-01,Wisconsin,52.6383508305685,42.2619331893101,47.4366007004515,51.6464302291236,51.3447459801384,48.6552540198615,-6.6,-4.1,-2.3,6.6,4.1,2.3,187372,150436
Wisconsin 2nd,WI-02,Wisconsin,28.9745956303612,65.7715665826072,68.2989455260589,30.4580927148497,71.0150327304717,28.9849672695283,18.3,17.2,17.3,-18.3,-17.2,-17.3,119608,271507
Wisconsin 3rd,WI-03,Wisconsin,49.2753542573459,44.7772941552753,54.8221338434227,43.8176889096839,60.2633157138673,39.7366842861327,-3.5,3.6,6.6,3.5,-3.6,-6.6,177172,160999
Wisconsin 4th,WI-04,Wisconsin,21.8057198412055,73.9612735963704,75.3293766047902,23.7827447348852,75.1438482544837,24.8561517455163,26.1,24,21.5,-26.1,-24,-21.5,67287,228226
Wisconsin 5th,WI-05,Wisconsin,57.4373655328219,37.2939004811389,37.7455622854498,61.3126236011746,42.2132388831179,57.7867611168821,-11.7,-13.9,-11.5,11.7,13.9,11.5,229325,148900
Wisconsin 6th,WI-06,Wisconsin,55.6676572479354,38.8343430694885,45.7730286820387,53.0948612982121,50.0611463111092,49.9388536888908,-10,-5.7,-3.6,10,5.7,3.6,203433,141917
Wisconsin 7th,WI-07,Wisconsin,57.7185871766516,37.2792632509646,47.8343087012806,50.9163465961977,53.9817499713307,46.0182500286693,-11.9,-3.5,.3,11.9,3.5,-.3,213467,137874
Wisconsin 8th,WI-08,Wisconsin,56.1800185083964,38.6070537555268,47.5603803843534,51.2561479916114,54.3742283648877,45.6257716351123,-10.4,-3.8,.7,10.4,3.8,-.7,207620,142677
West Virginia 1st,WV-01,West Virginia,68.0352940211731,26.3983533830271,35.5418779721691,62.1790934774598,42.2722582395672,57.7277417604328,-23.2,-15.6,-11.4,23.2,15.6,11.4,165934,64384
West Virginia 2nd,WV-02,West Virginia,65.7993263194908,29.3634398462442,37.9712356561919,60.0108271240771,44.5262755060498,55.4737244939502,-20.3,-13.2,-9.2,20.3,13.2,9.2,164674,73487
West Virginia 3rd,WV-03,West Virginia,72.5309516195349,23.2641966284435,32.7921921748583,65.0023569703791,43.1456168097605,56.8543831902395,-26.8,-18.4,-10.5,26.8,18.4,10.5,158763,50923
Wyoming At-Large,WY-01,Wyoming,68.1726330765412,21.8773573474979,28.0480597184102,69.2080995522739,33.4379766449041,66.5620233550959,-26.8,-23.1,-20.3,26.8,23.1,20.3,174419,55973
